param_set,Nb,N,u_per_site,Gs,n_shared_mutations
17437_rep0,153,1422050860,1.3823512868013534e-09,417,3
17439_rep0,869,298468283,1.7998314596432962e-09,3988,25
1743_rep0,11,235335233,1.2890110496962332e-09,6218,1
17440_rep0,92,285852188,6.0846465603003725e-09,2542,4
17442_rep0,520,1464889395,4.631204864691661e-09,3332,51
17443_rep0,29,716904546,1.9294082406899157e-09,6772,2
17444_rep0,1,486978099,4.0866177171674506e-09,5440,3
17445_rep0,40,1787123142,3.1615276510265117e-09,4624,9
17446_rep0,9,8560121760,9.83659572868891e-09,9018,4
17447_rep0,228,131245024,1.3016934685161902e-09,1095,3
17448_rep0,5,141758359,5.034340861152076e-09,3881,2
17449_rep0,365,6870841955,2.0681441272879703e-09,6242,7
1744_rep0,89,204331178,8.775907755822001e-09,2111,13
17450_rep0,1,2955625865,6.558891616569393e-09,620,3
17451_rep0,65,342720611,1.5732126740352855e-09,9474,2
17452_rep0,726,763902914,8.054880266078248e-09,8336,88
17454_rep0,129,5460129677,3.3182384192797543e-09,7225,9
17455_rep0,3,198464720,2.5057988582421867e-09,2859,2
17456_rep0,286,229530655,3.5033201605550652e-09,9282,11
17458_rep0,51,1025892328,8.189227078142026e-09,5120,6
17459_rep0,1,884482878,1.1009457798582651e-09,5003,2
17460_rep0,15,394702292,7.4409322508859305e-09,3516,4
17461_rep0,979,2551929859,1.7208477482919922e-09,6568,25
17462_rep0,2,5939140438,5.500638263763992e-09,2145,5
17463_rep0,174,163442439,2.348887625674344e-09,7988,3
17464_rep0,4,113860047,8.665160330056628e-09,7043,2
17465_rep0,105,9900700703,1.1907621961031714e-09,3061,2
17467_rep0,596,422949007,2.7818685179178582e-09,1344,30
17468_rep0,33,618982972,4.384345667438985e-09,360,1
17469_rep0,1,1687155998,1.896554127929652e-09,9754,1
1746_rep0,506,1173330454,3.7795143144738596e-09,3531,29
17470_rep0,189,3789363780,5.987711396659868e-09,4200,14
17472_rep0,263,237230709,9.810229984170644e-09,3133,45
17473_rep0,9,3669054574,1.3173987918391867e-09,6961,1
17474_rep0,47,1758192431,4.1968457740969325e-09,1445,7
17475_rep0,1,638903380,3.0518697184823876e-09,8678,2
17476_rep0,27,440321692,4.5981927204354725e-09,9817,2
17477_rep0,421,2133820720,1.961303063656969e-09,268,9
1747_rep0,28,758589855,2.7547998220803452e-09,6583,3
17480_rep0,3,156817656,3.358272610218389e-09,740,1
17481_rep0,127,5753072107,2.4990805608031304e-09,9363,1
17482_rep0,17,2658311400,7.775501531813718e-09,4902,7
17483_rep0,721,407700572,1.0696971400651324e-09,5173,13
17484_rep0,69,920177420,6.667318234994109e-09,6506,7
17486_rep0,393,4550704085,4.881876349628587e-09,7877,18
17488_rep0,145,192270865,5.5476739170857205e-09,6140,10
17489_rep0,2,5239454452,2.308680031199913e-09,3934,1
1748_rep0,1,351369891,4.420002902865609e-09,5096,3
17490_rep0,827,1219888318,7.288861083569918e-09,9401,74
17491_rep0,14,795622688,1.7730481375999946e-09,702,1
17492_rep0,1,353604201,8.223150684419592e-09,1686,4
17493_rep0,57,3075285375,1.0869333262295547e-09,8380,1
17494_rep0,7,6663049385,3.4162531157717798e-09,2797,2
17495_rep0,325,136162360,2.6399643991857964e-09,7317,10
17496_rep0,13,127062354,5.885219635393014e-09,7634,7
17497_rep0,206,8217811463,1.4132279832791474e-09,2489,3
17498_rep0,2,1844931149,4.517339313747308e-09,6844,5
17499_rep0,37,507561700,1.8577927157461893e-09,3250,1
1749_rep0,39,3029442289,1.881178678341376e-09,4979,1
174_rep0,4,5340255436,9.693365289268382e-09,9328,8
17500_rep0,568,739168354,3.6949549532806325e-09,4736,19
17501_rep0,21,1524870507,2.793391191415905e-09,5397,1
17502_rep0,101,3185741707,8.969181025261309e-09,1158,13
17503_rep0,3,274764922,1.1611693599617132e-09,8927,2
17504_rep0,18,307901991,3.960969430646305e-09,7520,1
17505_rep0,764,3571197607,3.0082603302297342e-09,2613,39
17506_rep0,3,1379220092,9.61440110171742e-09,8274,9
17508_rep0,345,531857410,6.337051472356353e-09,518,18
1750_rep0,9,6792680726,6.019898228047559e-09,9286,2
17510_rep0,61,8020615980,4.864409784333122e-09,4060,4
17511_rep0,1,124056795,1.991726377377621e-09,6034,2
17512_rep0,42,152650267,7.667491625091081e-09,8801,10
17514_rep0,242,2780430046,3.1856881275191316e-09,5581,7
17516_rep0,5,833600094,5.150065485893702e-09,3356,3
17517_rep0,87,1278390844,2.1529888497206893e-09,6719,2
17518_rep0,31,5114564770,6.765865482663934e-09,2286,5
17519_rep0,494,187647642,1.6536238033808194e-09,7818,14
1751_rep0,222,140179139,1.3936989742972136e-09,817,3
17520_rep0,2,216109257,7.1473254368111235e-09,4340,6
17521_rep0,31,4415987533,1.682149573096227e-09,5774,1
17522_rep0,11,1105036067,5.233066479872048e-09,142,2
17523_rep0,179,961112068,2.276912664344034e-09,9923,6
17524_rep0,111,369822843,3.616100374705369e-09,8474,7
17525_rep0,4,2412183693,2.679387589382939e-09,1629,3
17526_rep0,631,6486425664,8.372898404781598e-09,7067,53
17527_rep0,23,176745545,1.14681462867852e-09,3007,1
17528_rep0,925,107111920,4.287481519788607e-09,2082,63
17529_rep0,16,9237595960,1.8209820290706882e-09,8002,1
1752_rep0,5,130369906,3.461191767972505e-09,4234,1
17530_rep0,165,2228309410,5.800263969841092e-09,3811,8
17532_rep0,7,579803366,9.107118431659097e-09,5299,7
17533_rep0,301,1595214061,1.228556870808284e-09,4795,6
17534_rep0,1,4135061320,3.895710411394806e-09,9180,1
17535_rep0,54,267418638,2.846309673136117e-09,943,4
17536_rep0,8,273759495,6.510655295750757e-09,9895,6
17537_rep0,333,4197269484,1.584871788125561e-09,190,6
17539_rep0,59,571531160,2.083439199468514e-09,4389,2
1753_rep0,375,8501056248,2.581625100676816e-09,5900,13
17540_rep0,847,466375486,3.279076220827581e-09,2903,27
17541_rep0,14,2282429961,2.5357201483393142e-09,7191,2
17542_rep0,149,9100679756,7.959658549206894e-09,1521,14
17544_rep0,99,174616026,4.664788637324078e-09,6429,12
17545_rep0,3,6346878275,1.915521859587838e-09,3685,1
17546_rep0,555,2442973936,6.1288911711732634e-09,8108,53
17548_rep0,2,940964384,9.952830199515363e-09,974,4
17549_rep0,36,1091109262,1.286488793485546e-09,9130,1
1754_rep0,1,1840049085,8.104988626302448e-09,345,6
17550_rep0,12,4513078459,4.134825586273553e-09,4822,1
17551_rep0,201,218744680,3.124646809796509e-09,5252,9
17552_rep0,5,189936136,3.782469441667498e-09,1919,1
17553_rep0,77,5227019082,2.752546147795403e-09,8146,7
17554_rep0,28,1262278205,8.75766100525654e-09,2717,11
17555_rep0,435,816124757,1.1781928403713767e-09,7396,4
17556_rep0,48,326616339,6.024501298717915e-09,6064,5
17558_rep0,271,7307610499,4.411197009946825e-09,9633,8
17559_rep0,9,150811102,1.8849972512723915e-09,471,2
1755_rep0,66,501526110,1.1124330340950599e-09,9740,4
17560_rep0,382,121183405,8.10162635954098e-09,4506,38
17562_rep0,67,1979502394,3.465913344273139e-09,1234,4
17563_rep0,1,539555230,2.5780245008202082e-09,8851,1
17564_rep0,16,658795959,5.4663639878302295e-09,7712,4
17565_rep0,700,1346516677,2.363610075992567e-09,2411,15
17566_rep0,2,3624923960,7.394421807967719e-09,6612,4
17567_rep0,124,315202850,1.7316603337014103e-09,3482,4
17568_rep0,646,281220873,5.076277035810972e-09,596,40
1756_rep0,746,708737892,7.384763491868695e-09,8755,91
17570_rep0,114,1489027160,6.8673494003563445e-09,3827,13
17571_rep0,4,728673349,1.6151086417717406e-09,6267,1
17572_rep0,11,514871766,7.558028741493151e-09,7290,7
17573_rep0,183,1889340690,1.0332881579790114e-09,2843,4
17574_rep0,2,8096582379,3.2330758216865474e-09,8349,2
17575_rep0,32,124145466,2.393916791983457e-09,1736,1
17576_rep0,1,134531353,6.4901037656870904e-09,3279,3
17578_rep0,6,3114319628,4.7518650329166145e-09,2517,5
17579_rep0,294,361099395,2.0212825148760367e-09,7586,11
1757_rep0,20,1448642573,1.7338688420851847e-09,1368,2
17580_rep0,160,779107829,4.056280716119319e-09,9035,9
17581_rep0,2,1204597843,2.964846642698113e-09,1030,2
17582_rep0,902,5353523833,9.392118985357206e-09,5502,105
17584_rep0,63,225323085,9.242583728898569e-09,8708,11
17586_rep0,355,1045076866,3.840096588543221e-09,6988,13
17587_rep0,6,901077408,2.914338518404723e-09,3086,2
17588_rep0,3,416342766,4.351793406637839e-09,4263,5
17589_rep0,140,2692055266,1.778569902753044e-09,5851,3
1758_rep0,133,3369549539,5.467937258624347e-09,7038,10
17590_rep0,19,5630487963,5.717156354253821e-09,374,1
17591_rep0,787,154939104,1.3660484782099651e-09,9692,11
17592_rep0,30,107820735,3.532499261588245e-09,5068,3
17593_rep0,479,9374801107,2.718909601910376e-09,5026,13
17594_rep0,5,2185184753,8.574367828996096e-09,9255,3
17596_rep0,234,629832495,6.981958247244937e-09,2160,12
17597_rep0,8,1716866071,1.7071108803914834e-09,7924,2
17598_rep0,41,3723989897,5.3594581162875674e-09,3579,1
17599_rep0,1,242804546,2.244013839773702e-09,6554,2
1759_rep0,3,292986964,2.3628403354022828e-09,3056,1
175_rep0,107,195964765,1.3329118814363282e-09,786,3
17600_rep0,38,250799449,3.205634335983133e-09,4953,4
17601_rep0,2,3879213720,2.4356286618154208e-09,5151,4
17602_rep0,212,1663085389,7.715651887793383e-09,766,25
17604_rep0,3,433221347,6.839083048176849e-09,7861,6
17605_rep0,94,2099248475,1.6359168873279662e-09,2252,1
17606_rep0,22,9671376573,5.205694698970676e-09,6443,2
17607_rep0,524,112172484,2.1299675361166216e-09,3622,22
17608_rep0,13,159926131,9.555772645212996e-09,1468,5
17609_rep0,897,5867581190,1.2582284326906146e-09,8626,23
1760_rep0,22,301854437,6.856815773512014e-09,1021,5
17610_rep0,2,2606573262,3.936893243041859e-09,3188,2
17611_rep0,157,399740560,3.026677322663568e-09,6935,12
17612_rep0,316,873335458,4.813083560992708e-09,5913,20
17614_rep0,55,4794742185,6.270062825237934e-09,9803,8
17615_rep0,1,234577230,1.5313695842074261e-09,330,2
17616_rep0,665,202828319,5.732575739782471e-09,6897,50
17618_rep0,117,1156422159,4.237531058347611e-09,7659,7
17619_rep0,3,754274994,1.8424592663705502e-09,2435,1
1761_rep0,526,3470811191,1.6175375340797972e-09,9102,8
17620_rep0,6,347095061,3.867629583815154e-09,1142,2
17621_rep0,404,3018910955,2.866968888307357e-09,8991,17
17622_rep0,1,6788062454,9.041294511434142e-09,4675,2
17623_rep0,71,138708678,1.237493081631998e-09,5410,4
17624_rep0,1,129299828,5.295518783624142e-09,9425,5
17625_rep0,46,8361850970,2.2500650450949e-09,650,2
17626_rep0,10,1812989535,7.232765649362849e-09,6195,7
17627_rep0,256,498805404,1.662289366588419e-09,3910,5
17628_rep0,82,699905440,8.435005853161508e-09,2732,10
1762_rep0,3,1387218684,5.077472178215389e-09,4873,4
17630_rep0,457,3364365054,3.6428513782506115e-09,1672,23
17631_rep0,26,290152724,2.6596941422098194e-09,8441,1
17632_rep0,2,302937293,7.867276209163441e-09,5516,7
17633_rep0,170,3513333070,1.057225675146043e-09,4549,2
17634_rep0,15,1401860426,3.397962778135767e-09,8788,3
17635_rep0,949,679344772,2.469895322429796e-09,1325,37
17636_rep0,49,562277118,4.917343319208344e-09,2310,6
17637_rep0,1,2043263777,2.0989069255674703e-09,7765,1
17638_rep0,277,7586759935,6.715653375637005e-09,3410,20
1763_rep0,93,678827550,2.2041154877415955e-09,5221,2
17640_rep0,194,144879391,4.147259054298785e-09,8257,3
17641_rep0,11,7087543615,3.0883798096050773e-09,1876,2
17642_rep0,34,2929537852,9.694468660056981e-09,7459,7
17644_rep0,25,850124839,6.1743970477896075e-09,4113,3
17645_rep0,614,1303834490,1.4475361013453867e-09,6011,13
17646_rep0,4,5015015598,4.564366689099852e-09,544,3
17647_rep0,108,183984181,1.9758336973577268e-09,9551,2
17648_rep0,9,212130888,4.489132059046035e-09,3748,3
17649_rep0,223,4335040865,1.869478354320583e-09,6337,3
1764_rep0,212,552649283,3.2285001767629173e-09,6399,4
17650_rep0,1,1125770145,5.848561037077682e-09,2068,1
17651_rep0,39,979084369,1.4220891994184872e-09,8064,1
17652_rep0,507,390129977,8.873354985845592e-09,9202,73
17653_rep0,28,2544433845,1.1737014262332171e-09,892,1
17654_rep0,89,6148954809,3.655422212356608e-09,5354,5
17655_rep0,5,167560444,2.8235950682599013e-09,4770,2
17656_rep0,133,101422494,7.3335479868542e-09,127,8
17658_rep0,743,2353247302,5.581771568888244e-09,4277,24
1765_rep0,11,2028035690,2.397387094929565e-09,3734,2
17660_rep0,1,590012628,3.4526993514038654e-09,7119,3
17661_rep0,67,1623176310,2.6120801227581e-09,2985,4
17662_rep0,5,4063474745,8.310751329748619e-09,8501,6
17663_rep0,374,262804926,1.0754739722578622e-09,1574,2
17664_rep0,172,259979147,8.351429815172267e-09,6682,21
17665_rep0,2,4020877351,1.0795986039120296e-09,3393,1
17666_rep0,963,1604377000,3.438779222064042e-09,7777,36
17667_rep0,14,583010211,2.598446656024438e-09,2326,1
17668_rep0,1,482544093,5.609497673648965e-09,1299,1
17669_rep0,49,2338437701,2.3032286184270612e-09,8767,3
1766_rep0,38,7542991477,7.559436229156856e-09,8080,8
17670_rep0,7,8682750524,7.303458541273141e-09,4576,7
17671_rep0,275,100699704,1.7531739844117471e-09,5538,3
17673_rep0,197,6082705425,2.8374171165377275e-09,555,12
17674_rep0,1,2514202786,8.827036974106367e-09,5994,5
17675_rep0,34,385599733,1.168968767659733e-09,4100,2
17676_rep0,603,972901354,5.870596888643627e-09,2647,42
17677_rep0,25,1118985078,1.429152355306969e-09,7486,1
17678_rep0,107,4304014550,4.465999707833832e-09,1854,5
1767_rep0,2,115653281,1.0331348336255423e-09,2005,1
17680_rep0,225,182056303,4.545640579132608e-09,4757,10
17681_rep0,9,4961114615,1.965652830253103e-09,5337,3
17682_rep0,40,1288354753,6.205062006602423e-09,904,7
17683_rep0,1,840275299,1.452990438411981e-09,9219,2
17684_rep0,29,334819235,9.655380780863516e-09,8038,7
17685_rep0,500,2911906675,1.3261735297013235e-09,2047,6
17686_rep0,5,7037002072,4.167561839769215e-09,6364,2
17687_rep0,88,143804564,3.1002252594795422e-09,3769,2
17688_rep0,3,116074182,6.681046256647951e-09,1591,3
17689_rep0,134,7507163300,1.544390778466317e-09,8512,4
1768_rep0,56,144404796,4.7609318046584126e-09,2930,4
17690_rep0,20,2019546225,4.935874840514119e-09,2968,3
17691_rep0,757,555599088,2.109332160780875e-09,7106,16
17692_rep0,66,675247285,3.380226554932385e-09,5809,2
17693_rep0,1,1393001205,2.459938205551501e-09,4304,2
17694_rep0,369,3487252954,7.897446428010888e-09,9965,31
17696_rep0,2,292240515,3.625111749128326e-09,3644,1
17697_rep0,37,3389555611,2.649529707340172e-09,6470,3
17698_rep0,12,1453159471,8.469141664924544e-09,2231,4
1769_rep0,1,6999910640,2.017365742187468e-09,7145,1
176_rep0,9,225888877,8.871731721151864e-09,7353,9
17700_rep0,95,504805279,7.197008026403843e-09,9325,7
17701_rep0,3,1834265269,1.6560507122811815e-09,778,1
17702_rep0,532,8450583154,5.317341371305253e-09,5134,36
17703_rep0,21,130707488,2.261718370919001e-09,4941,1
17704_rep0,880,139744183,9.006737201269638e-09,304,90
17706_rep0,156,3037163506,3.887928571843114e-09,4198,11
17707_rep0,2,349294861,2.8785727572792473e-09,5935,1
17708_rep0,8,763123224,4.221629549078959e-09,6923,3
17709_rep0,320,1170306491,1.83335152314455e-09,3171,8
1770_rep0,315,2901433589,6.483890540304942e-09,1552,21
17710_rep0,1,5586813033,5.762261972548875e-09,8638,3
17711_rep0,56,204974351,1.3553136850651915e-09,1484,3
17712_rep0,17,236334627,6.2958999786485975e-09,5432,8
17713_rep0,655,4829263171,1.5392993829321904e-09,4701,14
17715_rep0,116,878878064,2.005407283553573e-09,1115,5
17716_rep0,408,404433420,3.952826475818117e-09,2452,22
17717_rep0,6,2637938300,3.0425634657036924e-09,7671,3
17718_rep0,72,5931434954,9.509230607730253e-09,3209,15
1771_rep0,8,336404216,1.4946739653863682e-09,8552,1
17720_rep0,45,112978609,5.2326541083493115e-09,8414,3
17721_rep0,1,9743532214,2.138745620761096e-09,1651,2
17722_rep0,253,2112561928,6.813413760623427e-09,7360,14
17723_rep0,10,435842496,1.6278296257844204e-09,2754,3
17724_rep0,4,611559142,7.756144528020038e-09,3897,2
17725_rep0,83,1682587482,1.006934617459973e-09,6177,1
17726_rep0,26,3920275551,3.1933843822945523e-09,662,3
17727_rep0,466,253527666,2.423767191709091e-09,9442,10
17728_rep0,23,245722950,5.3374685171747665e-09,1762,2
17729_rep0,638,3767724502,2.232449293589875e-09,8371,17
1772_rep0,2,836286861,9.409871033431305e-09,9846,3
17730_rep0,4,1735069617,7.016639682559219e-09,2816,3
17731_rep0,112,636695005,1.7135437766968475e-09,7268,5
17732_rep0,187,449881399,8.539798551825738e-09,6279,32
17733_rep0,11,2201526980,1.124364472863438e-09,3844,1
17734_rep0,32,9434422561,3.549789600546933e-09,9515,1
17735_rep0,2,108475004,2.729337191617658e-09,580,2
17736_rep0,51,156755267,5.687696229017867e-09,4590,3
17738_rep0,289,2721303477,4.36818997829296e-09,1052,14
1773_rep0,158,1293050605,1.2666468208499951e-09,220,3
17740_rep0,2,907812308,3.820051543327865e-09,7570,7
17741_rep0,163,1052582892,2.9025872740281504e-09,2505,4
17742_rep0,15,4677931061,9.278035794743481e-09,6812,6
17743_rep0,910,226749125,1.2058797250215016e-09,3292,18
17744_rep0,1,196888292,9.4380981531383e-09,9718,8
17746_rep0,6,1217717662,4.039926022286114e-09,5824,2
17747_rep0,349,787365198,2.94936953360187e-09,4241,11
17748_rep0,142,363801484,4.775464865046614e-09,3099,6
17749_rep0,3,3136769637,2.0288988063808803e-09,7005,1
1774_rep0,13,4987578491,4.052756506798181e-09,5697,4
17750_rep0,796,6560622006,6.463476761913912e-09,1383,57
17751_rep0,19,135386329,1.4856034224919815e-09,8692,1
17752_rep0,475,125636550,3.245474456050777e-09,6532,17
17753_rep0,30,8191453777,2.4056348313352493e-09,3552,2
17754_rep0,83,1909356371,7.5185786306732e-09,7946,9
17756_rep0,8,733903568,6.8932294865005675e-09,851,4
17757_rep0,238,1500149738,1.6231309147805887e-09,9244,7
17758_rep0,1,3253921070,5.0501177811216755e-09,5043,3
17759_rep0,42,282924838,2.1956713247015674e-09,5081,1
1775_rep0,893,181293210,2.9675337687779432e-09,4417,18
17760_rep0,339,313307220,7.424894132572587e-09,8585,23
17761_rep0,8,3602079355,1.7406287267478891e-09,1509,3
17762_rep0,59,1336544991,5.439339355475639e-09,7208,8
17763_rep0,1,654095311,2.3547392495405246e-09,2915,3
17764_rep0,14,533749092,3.4799395062485572e-09,4367,2
17765_rep0,837,1958768682,2.5915536513874533e-09,5717,32
17766_rep0,2,7810158584,8.062173513493141e-09,211,5
17767_rep0,147,119746217,1.108599574091933e-09,9921,1
17769_rep0,100,7263503157,1.892764206683629e-09,4840,4
1776_rep0,1,209917218,3.842970389331131e-09,7740,2
17770_rep0,20,2795791013,6.0018943161901985e-09,9118,4
17771_rep0,560,324187618,1.3858009820773323e-09,958,6
17772_rep0,35,807558753,8.803624685019281e-09,1984,5
17773_rep0,2,1248689318,1.182961539385143e-09,8129,1
17774_rep0,198,5164869654,3.768012093947899e-09,3658,4
17776_rep0,79,217367059,4.114686779555998e-09,454,6
17777_rep0,4,4485955817,3.112704644931198e-09,9621,1
17778_rep0,440,1083319042,9.9931112283434e-09,4028,59
1777_rep0,71,4331704136,2.9122660711715342e-09,2363,3
17780_rep0,1,373786752,6.0985959731611034e-09,7374,5
17781_rep0,48,2416696071,1.465585816498219e-09,2691,1
17782_rep0,10,6271580021,4.6840107496574505e-09,8167,3
17783_rep0,266,172591404,1.9254409569270638e-09,1946,2
17784_rep0,6,103998918,7.929241924522107e-09,3495,6
17785_rep0,387,9043246068,1.0489221881588051e-09,6629,4
17786_rep0,1,2265467398,3.2962853080509172e-09,2399,2
17787_rep0,68,463043683,2.545981224094851e-09,7695,1
17788_rep0,694,565376023,4.978658370191528e-09,8878,30
17789_rep0,16,1541036662,2.07313965339693e-09,1255,1
1778_rep0,6,1121755763,9.224323710768988e-09,6641,3
17790_rep0,122,4148584935,6.544372650047797e-09,5601,11
17791_rep0,2,270505716,1.5914034627982555e-09,4483,2
17792_rep0,778,264240182,3.911765946764381e-09,6046,30
17793_rep0,18,4087097838,2.861050313776504e-09,4077,1
17794_rep0,138,1578463843,9.062097770964429e-09,9593,17
17795_rep0,3,573559052,1.2239457368209112e-09,502,1
17796_rep0,6,456437130,5.8237349634080605e-09,1838,2
17797_rep0,341,2211749402,1.340998730777328e-09,8295,8
17798_rep0,1,9179299622,4.266601100323898e-09,2586,3
17799_rep0,60,106464946,1.814023306469063e-09,7498,2
1779_rep0,402,967225888,1.202421078128732e-09,3433,12
177_rep0,225,4617320152,1.173588136527423e-09,2751,1
17800_rep0,1,174696205,8.416256181835206e-09,7801,6
17801_rep0,43,6409471074,1.1515403615919702e-09,2274,1
17802_rep0,8,2386236736,3.602530207005291e-09,6736,1
17803_rep0,244,365950851,2.666143509163017e-09,3368,13
17804_rep0,86,953990322,5.260532749509011e-09,4511,2
17805_rep0,5,1097146583,2.2861276232074648e-09,5554,1
17806_rep0,487,4389449064,7.120008377955236e-09,1286,55
17807_rep0,31,214748260,1.673956499482564e-09,8827,2
17808_rep0,32,185470284,6.732913522837112e-09,3020,9
17809_rep0,2,5053753208,1.647303205424217e-09,7085,1
1780_rep0,117,387875944,5.721719539739798e-09,4455,12
